transaction_id,sender_account,receiver_account,merchant_id,amount,payment_channel,transaction_timestamp,status,is_fraud,sender_customer_id,customer_risk,customer_city,customer_state,merchant_name,merchant_category,merchant_risk_score,device_id,device_type,operating_system,device_risk_score,transaction_type,currency,cross_border,fraud_type,aml_rule,transaction_risk_score
291982,103811,132151,6538,10331.65,IMPS,2026-01-26 08:14:17.574101,Success,0,57638,Low,Udaipur,Andhra Pradesh,Balasubramanian-Dutta,Entertainment,64,27845.0,Tablet,Android,87.0,Credit,INR,No,,,20
1589202,123971,133757,9684,5621.74,Credit Card,2026-05-07 08:21:17.574101,Success,0,68843,Low,Nashik,Telangana,"Peri, Mammen and Roy",Retail,42,48045.0,Desktop,Linux,43.0,Debit,INR,No,,,27
963081,68361,127943,19963,1007.78,NEFT,2025-07-19 21:20:17.574101,Success,0,37901,High,Thoothukudi,Uttar Pradesh,Dasgupta-Viswanathan,Travel,35,15485.0,Mobile,Android,10.0,Credit,INR,No,,,62
1657037,170619,105912,10498,5294.44,NEFT,2026-06-25 20:16:17.574101,Success,0,94676,Low,Raipur,Manipur,"Swamy, Sami and Gala",Retail,69,3128.0,Tablet,iPadOS,4.0,Debit,INR,No,,,64
740618,166911,72616,10979,325.3,IMPS,2026-02-07 01:11:17.574101,Success,0,92654,Low,Jhansi,Nagaland,"Kulkarni, Mishra and Bumb",Entertainment,85,16524.0,Tablet,Android,14.0,Debit,INR,No,,,66
794286,114748,898,10567,2936.11,Debit Card,2026-03-19 04:05:17.574101,Success,0,63712,Low,Mehsana,Madhya Pradesh,Bakshi-Baria,Utility,55,,,,,Credit,USD,Yes,,,16
1562604,104785,18432,6918,23628.34,ATM,2026-03-06 11:07:17.574101,Success,0,58181,Low,Gorakhpur,Assam,Sarin PLC,Retail,17,145206.0,Mobile,iOS,69.0,Credit,USD,Yes,,,16
99486,1314,120481,7374,10480.2,NEFT,2025-08-14 22:53:17.574101,Success,0,726,Low,Pudukkottai,Bihar,"Rout, Tripathi and Sangha",Healthcare,73,138386.0,Mobile,Android,80.0,Debit,INR,No,,,14
1485382,143050,5785,578,2188.85,Debit Card,2026-02-12 09:34:17.574101,Success,0,79375,Medium,Anand,Haryana,Doshi and Sons,Healthcare,58,105545.0,Laptop,Windows,64.0,Credit,INR,No,,,62
685775,43765,22743,16191,2518.79,IMPS,2025-08-24 06:09:17.574101,Success,0,24291,Low,Kulti,Manipur,Ramesh-Shukla,Finance,64,,,,,Debit,USD,Yes,,,44
1351483,109256,133561,9668,834.23,ATM,2026-01-24 04:40:17.574101,Success,0,60661,Low,Giridih,Kerala,"Hayer, Ray and Sarkar",Entertainment,71,21772.0,Mobile,iOS,49.0,Credit,INR,No,,,66
621855,85945,144197,15547,1035.47,Internet Banking,2025-11-02 12:09:17.574101,Success,0,47701,Low,Amroha,Haryana,"Peri, Nair and Sule",Education,62,,,,,Debit,INR,No,,,4
236374,51106,73702,12828,3381.45,Credit Card,2026-01-30 21:28:17.574101,Success,0,28357,Low,Avadi,Jharkhand,"Raja, Warrior and Salvi",Entertainment,15,30316.0,Tablet,iPadOS,3.0,Debit,INR,No,,,26
147556,118973,126354,521,4287.65,Internet Banking,2025-11-30 18:45:17.574101,Success,0,66058,Medium,Saharsa,Karnataka,Patil-Chahal,Retail,62,118689.0,Mobile,Android,47.0,Credit,INR,No,,,57
783443,150982,44872,6913,3278.35,IMPS,2025-12-05 05:18:17.574101,Success,0,83790,Low,Raebareli,West Bengal,Ben-Bali,Utility,70,49183.0,Tablet,Android,14.0,Debit,INR,No,,,59
734293,133303,155906,14722,2301.67,ATM,2025-11-22 11:16:17.574101,Success,0,74002,Low,Rewa,Andhra Pradesh,Ram-Chad,Education,11,96840.0,Desktop,Windows,27.0,Credit,INR,No,,,24
1435717,10777,156367,7344,2369.4,Credit Card,2026-04-17 21:21:17.574101,Success,0,5979,Low,Jalgaon,Tripura,Basu PLC,Utility,25,112189.0,Mobile,iOS,46.0,Debit,INR,No,,,50
1144601,169954,130767,4750,7351.87,Credit Card,2026-07-13 21:13:17.574101,Success,0,94308,Low,Danapur,Chhattisgarh,Sabharwal Group,Education,86,37099.0,Laptop,Windows,53.0,Debit,INR,No,,,62
982982,162826,133306,8336,3755.16,Mobile Banking,2025-11-01 06:14:17.574101,Success,0,90382,Low,Patiala,Madhya Pradesh,Gola Inc,E-Commerce,40,125112.0,Laptop,macOS,69.0,Credit,INR,No,,,60
384123,165028,8947,11970,1665.43,NEFT,2026-03-04 07:29:17.574101,Success,0,91602,Low,Mehsana,Chhattisgarh,"Sant, Majumdar and Solanki",Utility,85,,,,,Debit,INR,No,,,63
1545368,143191,105645,3106,1031.83,Mobile Banking,2026-04-26 11:35:17.574101,Success,0,79457,Low,Munger,Meghalaya,Pandit-Deol,Utility,46,124862.0,Mobile,iOS,10.0,Debit,INR,No,,,29
1378145,170267,113395,8552,2006.57,IMPS,2026-04-18 19:11:17.574101,Success,0,94476,Low,Malda,Meghalaya,Subramaniam PLC,E-Commerce,74,48718.0,Tablet,iPadOS,63.0,Credit,INR,No,,,12
474101,13063,167536,16777,2806.41,Internet Banking,2025-08-05 14:37:17.574101,Success,0,7252,High,Kolhapur,Arunachal Pradesh,"Shukla, Nazareth and Saxena",Finance,77,16186.0,Desktop,Windows,59.0,Credit,INR,No,,,37
1821417,119622,141416,12367,1708.24,ATM,2025-07-28 22:18:17.574101,Success,0,66416,Low,Guntakal,Goa,Mittal-Mital,Utility,11,91074.0,Laptop,Windows,24.0,Debit,INR,No,,,34
1855821,131368,89587,16559,1358.48,Credit Card,2025-11-22 22:26:17.574101,Success,0,72930,Low,Gopalpur,Telangana,Batra LLC,Healthcare,89,104615.0,Mobile,iOS,50.0,Debit,INR,No,,,14
1437133,136259,171206,3031,1981.96,IMPS,2026-03-06 13:00:17.574101,Success,0,75623,Low,Ahmedabad,Odisha,Dhar-Kar,E-Commerce,60,,,,,Credit,INR,No,,,4
1524771,39716,163950,7494,6424.45,Debit Card,2026-05-09 18:06:17.574101,Success,0,22032,Low,Serampore,Goa,Khare Ltd,Food,77,52369.0,Tablet,iPadOS,59.0,Debit,INR,No,,,61
419773,87477,79198,17768,3709.74,ATM,2025-10-23 12:18:17.574101,Success,0,48565,High,Udaipur,Chhattisgarh,Balasubramanian and Sons,Food,97,,,,,Debit,INR,No,,,37
1204251,161112,32039,16044,1640.01,Debit Card,2025-11-12 02:03:17.574101,Success,0,89421,Low,Dehri,Assam,Jha-Kapadia,Utility,45,11943.0,Laptop,macOS,5.0,Debit,INR,No,,,60
1250880,67031,153943,2685,3901.99,NEFT,2026-02-10 22:17:17.574101,Success,0,37162,Low,Tiruchirappalli,Maharashtra,"Dara, Kant and Nadkarni",Utility,26,124162.0,Desktop,Linux,41.0,Debit,INR,No,,,25
366481,107434,85598,10268,17214.17,IMPS,2026-03-23 17:51:17.574101,Success,0,59655,Low,Guntur,Arunachal Pradesh,"Kade, Brar and Handa",Entertainment,54,25185.0,Mobile,Android,43.0,Credit,INR,No,,,37
36646,127633,77396,18107,4232.19,Internet Banking,2025-11-23 04:16:17.574101,Success,0,70868,Medium,Ramgarh,Punjab,Ramesh Ltd,Healthcare,33,,,,,Credit,INR,No,,,3
251502,90868,107161,17711,15527.13,RTGS,2026-02-21 20:27:17.574101,Success,0,50451,Low,Warangal,Odisha,"Ganguly, Ramanathan and Ramakrishnan",Travel,95,59620.0,Laptop,macOS,47.0,Debit,INR,No,,,11
1602644,162222,158420,14672,3112.37,Mobile Banking,2025-07-22 23:23:17.574101,Success,0,90041,Low,Asansol,Nagaland,"Mody, Dhawan and D’Alia",Retail,68,52509.0,Tablet,Android,48.0,Debit,INR,No,,,22
749795,72053,148137,14251,3055.86,IMPS,2026-04-28 02:32:17.574101,Success,0,39985,Low,Hapur,Uttar Pradesh,Babu Ltd,Finance,81,,,,,Debit,INR,No,,,32
221953,161333,32120,4334,13868.49,Internet Banking,2026-03-17 23:25:17.574101,Success,0,89549,Low,Nashik,Assam,Rau-Kothari,Finance,31,93893.0,Tablet,Android,39.0,Credit,INR,No,,,64
774083,4893,113192,15382,240.14,UPI,2025-08-16 11:38:17.574101,Success,0,2711,Low,North Dumdum,Rajasthan,"Pandey, Kara and Narain",E-Commerce,82,74480.0,Desktop,Windows,44.0,Debit,INR,No,,,62
98933,143815,140365,4016,2257.51,Mobile Banking,2026-04-24 03:01:17.574101,Success,0,79806,Low,Morena,Goa,Ramakrishnan Ltd,Fuel,25,84606.0,Mobile,iOS,57.0,Debit,INR,No,,,46
1660546,167009,152639,13959,1414.73,Mobile Banking,2026-06-24 17:04:17.574101,Success,0,92706,Low,Berhampur,Tripura,"Gola, Pathak and Barad",E-Commerce,99,136332.0,Desktop,Linux,36.0,Credit,INR,No,,,40
518033,169432,167482,15217,1484.6,ATM,2025-11-15 01:44:17.574101,Success,0,94023,Low,Pune,Andhra Pradesh,Bhatia LLC,Retail,59,25913.0,Desktop,Windows,58.0,Credit,INR,No,,,42
764840,116200,159573,13709,1301.62,Internet Banking,2026-02-04 13:10:17.574101,Success,0,64519,Low,Hubli–Dharwad,Jharkhand,Grover-Sawhney,Food,58,148282.0,Desktop,Windows,20.0,Debit,INR,No,,,36
712410,103894,178571,7775,2747.24,ATM,2025-08-25 10:32:17.574101,Success,0,57686,Low,Chapra,Rajasthan,Lad Ltd,Utility,15,44589.0,Tablet,Android,46.0,Credit,INR,No,,,13
1552665,30080,31186,1020,6790.55,IMPS,2025-09-16 16:13:17.574101,Success,0,16709,Low,Rajkot,Bihar,"Lanka, Sen and Pradhan",Healthcare,34,43265.0,Desktop,Windows,3.0,Credit,INR,No,,,20
508333,91137,57342,6912,761.16,NEFT,2026-01-16 12:28:17.574101,Success,0,50600,Low,Nellore,Mizoram,"Chaudhry, Deshmukh and Joshi",Food,30,42798.0,Laptop,Windows,66.0,Credit,INR,No,,,66
217799,27462,153076,5947,768.09,IMPS,2026-05-07 01:29:17.574101,Success,0,15238,Low,Thane,Goa,Cheema-Sahota,E-Commerce,11,8119.0,Laptop,Windows,22.0,Debit,INR,No,,,11
996640,55504,49339,9931,2496.97,Credit Card,2026-06-12 05:35:17.574101,Success,0,30790,Low,Raiganj,Karnataka,Ghosh-Shanker,Utility,99,,,,,Debit,INR,No,,,5
1427749,125924,73785,1074,6149.2,IMPS,2026-04-17 13:36:17.574101,Success,0,69918,Low,Bhatpara,Maharashtra,Oak-Gulati,Utility,24,10506.0,Desktop,Linux,19.0,Credit,INR,No,,,24
1770858,65969,87735,13707,3610.19,UPI,2026-03-24 23:43:17.574101,Success,0,36569,Low,Bhalswa Jahangir Pur,Maharashtra,Chad and Sons,Retail,41,2055.0,Laptop,macOS,99.0,Debit,INR,No,,,36
1962743,36637,128482,3415,12293.85,NEFT,2026-07-11 17:36:17.574101,Success,0,20316,Low,Raichur,Kerala,Dhingra-Memon,Entertainment,57,68443.0,Desktop,Windows,13.0,Credit,INR,No,,,50
1388018,146921,44691,6710,1437.25,RTGS,2026-07-06 08:06:17.574101,Success,0,81524,Low,Delhi,Assam,Vohra Inc,E-Commerce,63,,,,,Debit,INR,No,,,29
1750220,151824,140583,15235,1834.16,Mobile Banking,2026-06-25 13:43:17.574101,Success,0,84241,High,Rampur,Mizoram,Pradhan Inc,Utility,8,30122.0,Tablet,iPadOS,59.0,Debit,INR,No,,,1
1365269,156831,154081,12505,5292.72,Internet Banking,2026-02-26 08:29:17.574101,Success,0,87043,Low,Mumbai,Telangana,Din and Sons,Travel,48,,,,,Debit,INR,No,,,53
535406,38088,117734,732,2695.29,IMPS,2025-11-17 00:58:17.574101,Success,0,21141,High,Farrukhabad,Manipur,Dalal-Gulati,E-Commerce,6,5112.0,Desktop,Linux,75.0,Credit,INR,No,,,8
81038,100030,80157,14606,871.26,Internet Banking,2025-08-09 02:42:17.574101,Success,0,55523,Low,Kharagpur,Mizoram,Gopal PLC,Travel,83,60226.0,Desktop,Linux,14.0,Debit,INR,No,,,60
217237,160386,309,17370,1572.71,Mobile Banking,2026-05-17 11:15:17.574101,Success,0,89013,Low,Durgapur,Uttarakhand,Kannan-Modi,Fuel,78,,,,,Credit,INR,No,,,10
1220245,97657,1158,3349,3497.03,Internet Banking,2026-06-20 09:11:17.574101,Success,0,54215,Low,Sirsa,Uttar Pradesh,Prabhakar Ltd,Healthcare,71,2124.0,Mobile,iOS,76.0,Credit,INR,No,,,23
32942,123626,158171,15587,4918.84,UPI,2026-04-21 16:43:17.574101,Success,0,68659,Low,Panipat,Uttarakhand,"Badami, Chandran and Trivedi",Education,36,118529.0,Laptop,Windows,92.0,Debit,INR,No,,,66
1737513,117649,87873,4286,11223.26,ATM,2025-11-25 19:41:17.574101,Success,0,65331,Low,Kolhapur,Uttarakhand,Sarraf-Nigam,Finance,21,51083.0,Desktop,Windows,46.0,Debit,INR,No,,,14
1094318,4177,100284,3208,2245.28,ATM,2026-02-08 04:10:17.574101,Success,1,2310,Low,Amaravati,Telangana,Luthra Ltd,Healthcare,61,10648.0,Tablet,iPadOS,65.0,Debit,INR,No,Account Takeover,Cross Border,84
1712809,80763,158509,15140,1987.88,RTGS,2025-12-04 10:21:17.574101,Success,0,44841,Low,Panvel,Meghalaya,"Garde, Chopra and Palla",Retail,81,135713.0,Mobile,Android,36.0,Debit,INR,No,,,4
1824211,46971,24667,5616,1513.76,NEFT,2025-11-01 07:30:17.574101,Success,0,26067,Low,Aurangabad,Odisha,Thakkar and Sons,Healthcare,10,,,,,Debit,INR,No,,,26
1913995,75848,66806,11996,14906.74,ATM,2025-10-19 10:47:17.574101,Success,0,42103,Medium,Hosur,Mizoram,Viswanathan-Sandhu,Healthcare,23,83095.0,Desktop,Windows,25.0,Credit,INR,No,,,59
624396,28712,91192,19770,12318.53,UPI,2026-04-13 08:18:17.574101,Success,0,15937,Medium,Nagaon,Nagaland,Krishna LLC,Travel,87,55117.0,Tablet,Android,64.0,Debit,INR,No,,,60
542485,51884,160820,1800,14721.1,Mobile Banking,2025-10-21 04:01:17.574101,Success,0,28783,Low,Hospet,Tripura,"Vohra, Tank and Om",Education,35,24896.0,Laptop,Windows,70.0,Debit,INR,No,,,9
1293788,77148,92392,13146,1098.45,NEFT,2026-06-19 21:19:17.574101,Success,0,42823,Low,Gangtok,Arunachal Pradesh,"Pillay, Aurora and Natarajan",E-Commerce,53,24244.0,Desktop,Linux,36.0,Credit,INR,No,,,44
773028,25710,51638,16573,11515.24,Mobile Banking,2025-12-10 16:23:17.574101,Success,0,14248,Medium,Nadiad,Andhra Pradesh,Gill-Cheema,Travel,87,43066.0,Tablet,Android,84.0,Credit,INR,No,,,39
1780633,158856,73399,19634,1590.46,IMPS,2025-12-28 03:29:17.574101,Success,0,88169,High,Thanjavur,Himachal Pradesh,Ahuja-Raman,Entertainment,56,92450.0,Mobile,iOS,59.0,Credit,INR,No,,,49
75188,160933,135757,1958,9207.59,Debit Card,2026-03-05 12:59:17.574101,Success,0,89317,Low,Surat,Odisha,Chadha and Sons,Fuel,41,2128.0,Laptop,macOS,31.0,Credit,INR,No,,,69
1613755,7708,119361,17672,6560.96,Internet Banking,2025-08-13 01:26:17.574101,Success,0,4298,Low,North Dumdum,Haryana,Mane Ltd,Education,89,,,,,Credit,INR,No,,,63
433491,15472,93864,16383,995.04,NEFT,2026-04-15 23:31:17.574101,Success,0,8563,Medium,Bally,Goa,Tripathi PLC,Education,78,7619.0,Mobile,iOS,49.0,Credit,INR,No,,,36
1327515,170130,133178,11688,3683.56,IMPS,2026-04-03 11:32:17.574101,Success,0,94401,Low,Jodhpur,Chhattisgarh,Gulati PLC,Finance,25,119084.0,Tablet,Android,18.0,Credit,INR,No,,,25
256500,556,59920,7847,2156.49,NEFT,2026-07-14 00:18:17.574101,Success,0,302,Low,Tiruvottiyur,Tamil Nadu,Comar LLC,Finance,81,45938.0,Mobile,iOS,7.0,Debit,INR,No,,,9
916828,69204,126610,9990,3251.16,NEFT,2026-01-23 07:12:17.574101,Success,0,38373,High,Noida,Kerala,Bal-Lal,Education,90,52702.0,Desktop,Linux,26.0,Debit,INR,No,,,30
400797,48440,75448,3381,3809.8,Mobile Banking,2026-02-24 13:00:17.574101,Success,0,26894,Low,Ichalkaranji,Uttarakhand,Halder PLC,Healthcare,37,23985.0,Tablet,iPadOS,21.0,Credit,INR,No,,,57
914644,148545,47625,7417,3359.52,IMPS,2025-08-07 06:28:17.574101,Success,0,82422,High,Barasat,Jharkhand,Kakar-Gara,Education,38,124798.0,Laptop,Windows,92.0,Debit,INR,No,,,57
877405,108908,135404,16206,3892.08,IMPS,2026-06-18 01:54:17.574101,Success,0,60464,Medium,Bardhaman,Manipur,Shroff Ltd,Food,13,126094.0,Laptop,Windows,74.0,Credit,USD,Yes,,,37
1012175,153560,93630,4515,4482.34,Mobile Banking,2025-09-19 09:57:17.574101,Success,0,85226,Low,Pondicherry,Punjab,Taneja PLC,Retail,83,,,,,Debit,INR,No,,,30
960504,18864,120844,10429,20212.61,ATM,2025-12-28 02:44:17.574101,Success,0,10449,Low,Dhanbad,Punjab,Dasgupta-Pant,Finance,46,61695.0,Tablet,Android,70.0,Credit,INR,No,,,2
684074,40699,74990,19717,213.88,Debit Card,2026-03-27 15:27:17.574101,Success,0,22572,Medium,Morbi,Meghalaya,"Tata, Narula and Tripathi",E-Commerce,35,,,,,Debit,INR,No,,,7
1983751,33720,52308,7896,2832.3,Mobile Banking,2025-11-28 04:35:17.574101,Success,0,18720,Low,Giridih,Haryana,Yohannan-Bobal,Fuel,27,3959.0,Tablet,Android,78.0,Debit,INR,No,,,16
663686,65904,97527,19574,1174.46,RTGS,2026-04-01 22:22:17.574101,Success,0,36534,Low,Avadi,Punjab,Ganesh Group,Utility,52,34432.0,Mobile,iOS,76.0,Credit,INR,No,,,47
119607,11164,55470,6771,2710.22,Internet Banking,2026-04-11 15:05:17.574101,Success,0,6195,Medium,Saharanpur,Maharashtra,Gour Group,E-Commerce,91,51076.0,Laptop,macOS,53.0,Credit,INR,No,,,62
523546,70885,31712,17664,5687.56,RTGS,2026-01-08 04:20:17.574101,Success,1,39304,Low,Bhiwandi,Bihar,Bhargava-Singhal,Retail,84,42592.0,Laptop,macOS,27.0,Debit,INR,No,Synthetic Identity,Cross Border,90
1741526,15139,178614,581,1916.58,IMPS,2025-09-25 23:29:17.574101,Success,0,8377,Low,Tiruvottiyur,Uttar Pradesh,"Dara, Parsa and Raja",Food,8,10004.0,Laptop,macOS,49.0,Credit,INR,No,,,25
1096880,159303,73808,7109,12283.62,ATM,2026-06-18 20:42:17.574101,Success,0,88410,Low,Bongaigaon,Gujarat,Banik LLC,Fuel,77,124703.0,Laptop,macOS,71.0,Debit,INR,No,,,22
465397,40410,127192,7995,1433.66,UPI,2025-11-05 09:14:17.574101,Success,0,22412,Low,Navi Mumbai,Himachal Pradesh,"Sanghvi, Raja and Kamdar",Education,49,65102.0,Laptop,Windows,21.0,Debit,INR,No,,,18
659729,25,32752,1263,4503.11,UPI,2025-12-07 18:08:17.574101,Success,1,13,Low,Maheshtala,Meghalaya,Sur Group,Travel,89,66551.0,Mobile,Android,58.0,Debit,INR,No,Merchant Fraud,High Risk Merchant,76
1895677,141467,110440,2551,944.92,IMPS,2026-05-13 15:11:17.574101,Success,0,78493,Low,Patiala,Assam,"Prabhu, Thaman and Patla",Food,50,20624.0,Mobile,Android,6.0,Debit,INR,No,,,50
787235,150701,33038,12240,568.44,NEFT,2026-03-01 18:06:17.574101,Success,0,83638,Medium,Hubli–Dharwad,Telangana,"Jha, Bhattacharyya and Nagar",Utility,90,141152.0,Desktop,Linux,38.0,Credit,INR,No,,,21
348547,66803,29495,17677,4614.49,NEFT,2025-09-26 03:38:17.574101,Success,0,37030,Low,Panvel,Mizoram,Chaudhary-Viswanathan,Retail,52,117525.0,Tablet,Android,26.0,Credit,INR,No,,,68
471418,20962,141117,4414,3594.87,Credit Card,2025-09-16 03:31:17.574101,Success,0,11614,Low,Nangloi Jat,Karnataka,"Mammen, Sahota and Chacko",Entertainment,18,93814.0,Desktop,Linux,35.0,Credit,INR,No,,,60
1556413,149843,15764,11156,959.75,UPI,2026-03-07 10:50:17.574101,Success,0,83137,Low,Meerut,Meghalaya,Raj Inc,Food,49,22069.0,Tablet,iPadOS,27.0,Credit,INR,No,,,30
839484,178818,114492,19372,6905.13,IMPS,2026-02-02 19:36:17.574101,Success,0,99265,Low,Deoghar,Tamil Nadu,Krishnan Inc,Healthcare,25,,,,,Debit,INR,No,,,17
828836,168186,68736,14734,6295.25,UPI,2026-06-23 14:41:17.574101,Success,0,93341,Low,Kurnool,West Bengal,Badal Ltd,Retail,17,,,,,Debit,INR,No,,,47
45528,49748,52487,18705,3558.47,Debit Card,2026-07-14 15:18:17.574101,Success,0,27624,Low,Rajahmundry,Himachal Pradesh,Bhalla and Sons,Food,7,51283.0,Laptop,Windows,66.0,Credit,INR,No,,,30
471610,100436,174425,8591,27850.18,Mobile Banking,2025-08-10 23:49:17.574101,Success,0,55745,Low,Indore,Tamil Nadu,Batta PLC,Fuel,28,60376.0,Desktop,Windows,56.0,Credit,INR,No,,,26
201698,45357,67609,15639,1780.06,UPI,2026-03-20 03:46:17.574101,Success,0,25164,Low,Gangtok,Manipur,"Setty, Yohannan and Goswami",Fuel,99,3609.0,Tablet,Android,53.0,Credit,INR,No,,,10
757997,127095,34358,13242,6927.1,Internet Banking,2026-04-02 23:15:17.574101,Success,0,70571,Low,Davanagere,Andhra Pradesh,"Karpe, Bakshi and Hari",Healthcare,19,,,,,Debit,INR,No,,,20
1442096,28173,171845,5241,11449.0,RTGS,2025-08-31 10:08:17.574101,Success,0,15633,Low,Sri Ganganagar,Sikkim,"Parmar, Sharma and Buch",Healthcare,44,,,,,Debit,INR,No,,,49
